timestamp,X,Y,Z
1788345231056,82.067715,-39.746370,-2.996929
1788345231157,82.036760,-39.706185,-2.969271
1788345231258,82.028646,-39.716911,-2.990473
1788345231359,81.987473,-39.721389,-3.158233
1788345231460,81.936343,-39.751988,-3.217670
1788345231561,81.940147,-39.809519,-3.119236
1788345231662,81.948097,-39.826618,-3.075536
1788345231763,82.055044,-39.799044,-3.003873
1788345231863,82.112978,-39.811093,-2.975137
1788345231964,81.937203,-39.751721,-3.183332
1788345232065,81.870623,-39.735688,-3.260735
1788345232166,82.051766,-39.802337,-3.006202
1788345232267,81.988122,-39.832888,-3.158753
1788345232368,82.237916,-39.917589,-2.516783
1788345232469,81.895724,-39.883353,-2.952573
1788345232570,81.754844,-39.796210,-3.124473
1788345232671,81.755104,-39.785152,-3.023603
1788345232771,81.627236,-39.826539,-3.249764
1788345232872,81.699137,-39.843915,-3.099819
1788345232973,81.620317,-39.723612,-3.203385
1788345233074,81.770560,-39.726310,-3.178637
1788345233175,82.073684,-39.621685,-3.147877
1788345233276,82.657078,-39.709740,-2.020513
1788345233377,81.865985,-39.705027,-2.943979
1788345233478,81.817613,-39.629499,-2.958961
1788345233579,81.750609,-39.623833,-2.994250
1788345233679,81.690039,-39.615886,-3.084623
1788345233780,81.605331,-39.583989,-3.299645
1788345233881,81.645759,-39.603810,-3.278953
1788345233982,81.612189,-39.599548,-3.389087
1788345234083,81.551461,-39.578624,-3.487803
1788345234184,81.626163,-39.602287,-3.407941
1788345234285,81.518977,-39.573044,-3.556689
1788345234386,81.525637,-39.588548,-3.527769
1788345234487,81.478515,-39.584795,-3.552391
1788345234587,81.446058,-39.533371,-3.526752
1788345234688,81.455846,-39.560698,-3.468872
1788345234789,81.487005,-39.604087,-3.506541
1788345234890,81.453680,-39.591055,-3.562745
1788345234991,81.521559,-39.548728,-3.415339
1788345235092,81.506205,-39.491344,-3.443887
1788345235193,81.513820,-39.452184,-3.521310
1788345235294,81.512304,-39.454414,-3.581977
1788345235395,81.509456,-39.445346,-3.581213
1788345235495,81.487934,-39.465984,-3.602213
1788345235596,81.538081,-39.437806,-3.618780
1788345235697,81.610877,-39.429463,-3.553289
1788345235798,81.597572,-39.438366,-3.550509
1788345235899,81.603330,-39.452846,-3.503269
1788345236000,81.606608,-39.452194,-3.502518
1788345236101,81.631334,-39.501375,-3.459564
1788345236202,81.581419,-39.443776,-3.563209
1788345236303,81.589936,-39.441959,-3.568892
1788345236403,81.545116,-39.430798,-3.600934
1788345236504,81.553627,-39.439811,-3.533094
1788345236605,81.487763,-39.422872,-3.678742
